expression,reading,meaning,tags
突っ突く,つっつく,to prompt someone,JLPT_1 JLPT
謹む,つつしむ,"to be careful, to be chaste or discreet",JLPT_1 JLPT
突っ張る,つっぱる,"to support, to become stiff; to thrust (ones opponent), to stick to (ones opinion), to insist on",JLPT_1 JLPT
務まる,つとまる,"be equal, be fit",JLPT_1 JLPT
勤め先,つとめさき,place of work,JLPT_1 JLPT
努めて,つとめて,"make an effort!, work hard!",JLPT_1 JLPT
津波,つなみ,"tsunami, tidal wave",JLPT_1 JLPT
つねる,つねる,to pinch,JLPT_1 JLPT
角,つの,horn,JLPT_1 JLPT
募る,つのる,"to invite, to solicit help, participation, etc",JLPT_1 JLPT
唾,つば,"saliva, spit, sputum",JLPT_1 JLPT
呟く,つぶやく,"to mutter, to murmur",JLPT_1 JLPT
つぶら,つぶら,"round, rotund",JLPT_1 JLPT
つぶる (めを～),つぶる (めを～),to close the eyes,JLPT_1 JLPT
壷,つぼ,"jar, pot, vase",JLPT_1 JLPT
蕾,つぼみ,"bud, flower bud",JLPT_1 JLPT
連なる,つらなる,"to extend, to stretch out, to stand in a row",JLPT_1 JLPT
貫く,つらぬく,to go through,JLPT_1 JLPT
連ねる,つらねる,"to link, to join, to put together",JLPT_1 JLPT
釣り鐘,つりがね,temple bell (for striking),JLPT_1 JLPT
吊り革,つりかわ,strap,JLPT_1 JLPT
手当,てあて,"allowance, compensation; treatment",JLPT_1 JLPT
定義,ていぎ,definition,JLPT_1 JLPT
提供,ていきょう,"offer, program sponsoring",JLPT_1 JLPT
提携,ていけい,"cooperation, tie-up, joint business",JLPT_1 JLPT
体裁,ていさい,"decency, style, form, appearance",JLPT_1 JLPT
提示,ていじ,"presentation, exhibit, suggest, citation",JLPT_1 JLPT
ティシュペーパー,ティシュペーパー,tissue,JLPT_1 JLPT
定食,ていしょく,"fixed-price lunch, set meal, dinner",JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese
訂正,ていせい,"correction, revision",JLPT_1 JLPT
停滞,ていたい,"stagnation, tie-up, congestion, retention",JLPT_1 JLPT
邸宅,ていたく,"mansion, residence",JLPT_1 JLPT
定年,ていねん,retirement age,JLPT_1 JLPT
堤防,ていぼう,"bank, weir",JLPT_1 JLPT
手遅れ,ておくれ,being (too); belated treatment,JLPT_1 JLPT
でかい,でかい,huge,JLPT_1 JLPT
手掛かり,てがかり,"hint, clue, key",JLPT_1 JLPT
手掛ける,てがける,"to handle, to manage, to work with",JLPT_1 JLPT
手数,てかず,"trouble, labor, handling",JLPT_1 JLPT
手軽,てがる,"easy, simple, cheap",JLPT_1 JLPT
適応,てきおう,"adaptation, accommodation, conformity",JLPT_1 JLPT
適宜,てきぎ,suitability,JLPT_1 JLPT
適性,てきせい,aptitude,JLPT_1 JLPT
できもの,できもの,"boil, rash",JLPT_1 JLPT
手際,てぎわ,"performance, skill, tact",JLPT_1 JLPT
出くわす,でくわす,"to happen to meet, to come across",JLPT_1 JLPT
手順,てじゅん,"process, procedure, protocol",JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese
手錠,てじょう,"handcuffs, manacles",JLPT_1 JLPT
手数,てすう,"trouble, labor, handling",JLPT_1 JLPT
デコレーション,デコレーション,decoration,JLPT_1 JLPT
手近,てぢか,"near, handy, familiar",JLPT_1 JLPT
てっきり,てっきり,"surely, certainly, beyond doubt",JLPT_1 JLPT
鉄鋼,てっこう,iron and steel,JLPT_1 JLPT
デッサン,デッサン,rough sketch (FRE: dessin),JLPT_1 JLPT
徹する,てっする,"to devote oneself, to believe in",JLPT_1 JLPT
てっぺん,てっぺん,"top, summit, apex",JLPT_1 JLPT
鉄棒,てつぼう,"iron rod, crowbar, horizontal bar (gymnastics)",JLPT_1 JLPT
出直し,でなおし,"adjustment, touch up",JLPT_1 JLPT
掌,てのひら,the palm,JLPT_1 JLPT
手配,てはい,"arrangement, search (by police)",JLPT_1 JLPT
手筈,てはず,"arrangement, plan, program",JLPT_1 JLPT
手引,てびき,"guidance, guide, introduction",JLPT_1 JLPT
手本,てほん,"model, pattern",JLPT_1 JLPT
手回し,てまわし,"preparations, arrangements",JLPT_1 JLPT
手元,てもと,"(money) on hand or at home, one's purse; usual skill",JLPT_1 JLPT
デモンストレーション,デモンストレーション,demonstration,JLPT_1 JLPT
照り返す,てりかえす,"to reflect, to throw back light",JLPT_1 JLPT
テレックス,テレックス,"telex, teletypewriter exchange",JLPT_1 JLPT
手分け,てわけ,division of labor,JLPT_1 JLPT
天,てん,"heaven, sky",JLPT_1 JLPT
田園,でんえん,"country, rural districts",JLPT_1 JLPT
天下,てんか,"the world, whole country",JLPT_1 JLPT
転回,てんかい,"revolution, rotation",JLPT_1 JLPT
連休,れんきゅう,consecutive holidays,JLPT_1 JLPT
レンジ,レンジ,"range, stove",JLPT_1 JLPT
連日,れんじつ,every day,JLPT_1 JLPT
連帯,れんたい,solidarity,JLPT_1 JLPT
レンタカー,レンタカー,rented car,JLPT_1 JLPT
連中,れんちゅう,"colleagues, company, a lot",JLPT_1 JLPT
レントゲン,レントゲン,X-ray (lit: Roentgen),JLPT_1 JLPT
連邦,れんぽう,"commonwealth, federation of states",JLPT_1 JLPT
連盟,れんめい,"league, union, alliance",JLPT_1 JLPT
老衰,ろうすい,"senility, senile decay",JLPT_1 JLPT
朗読,ろうどく,"reading aloud, recitation",JLPT_1 JLPT
浪費,ろうひ,"waste, extravagance",JLPT_1 JLPT
労力,ろうりょく,"labor, effort, trouble",JLPT_1 JLPT
ロープウエイ,ロープウエイ,"ropeway, aerial tram",JLPT_1 JLPT
ロープ,ロープ,rope,JLPT_1 JLPT
ろくな,ろくな,"satisfactory, decent",JLPT_1 JLPT
露骨,ろこつ,"blunt, outspoken; conspicuous; broad, suggestive",JLPT_1 JLPT
ロマンチック,ロマンチック,romantic,JLPT_1 JLPT
論議,ろんぎ,discussion,JLPT_1 JLPT
論理,ろんり,logic,JLPT_1 JLPT
惑星,わくせい,planet,JLPT_1 JLPT
技,わざ,"art, technique",JLPT_1 JLPT
わざわざ,わざわざ,"take the trouble (to do), doing something especially rather than incidentally",JLPT_1 JLPT Intermediate_Japanese_Ln.9 Intermediate_Japanese
煩わしい,わずらわしい,"burdensome, troublesome, complicated",JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese
渡り鳥,わたりどり,"migratory bird, bird of passage",JLPT_1 JLPT
ワット,ワット,watt,JLPT_1 JLPT
詫び,わび,apology,JLPT_1 JLPT
和文,わぶん,"Japanese text, sentence in Japanese",JLPT_1 JLPT
藁,わら,straw,JLPT_1 JLPT
～割,～わり,~ percent,JLPT_1 JLPT
割当,わりあて,"allotment, allocation, quota",JLPT_1 JLPT
割込む,わりこむ,"to cut in, to disturb",JLPT_1 JLPT
悪者,わるもの,"bad fellow, rascal",JLPT_1 JLPT
我,われ,"me, oneself, self, ego",JLPT_1 JLPT
捗る,はかどる,"to make progress, to move right ahead (with the work), to advance",JLPT_1 JLPT
はかない,はかない,"short-lived, momentary, ephemeral",JLPT_1 JLPT
ばかばかしい,ばかばかしい,stupid,JLPT_1 JLPT
破棄,はき,"revocation, annulment, breaking (e.g., treaty)",JLPT_1 JLPT
剥ぐ,はぐ,"to tear off, to peel off, to rip off",JLPT_1 JLPT
迫害,はくがい,persecution,JLPT_1 JLPT
薄弱,はくじゃく,"feebleness, weakness, weak",JLPT_1 JLPT
白状,はくじょう,confession,JLPT_1 JLPT
漠然,ばくぜん,"obscure, vague, equivocal",JLPT_1 JLPT
爆弾,ばくだん,bomb,JLPT_1 JLPT
爆破,ばくは,"blast, explosion, blow up",JLPT_1 JLPT
暴露,ばくろ,"disclosure, exposure, revelation",JLPT_1 JLPT
励ます,はげます,"to encourage, to cheer, to raise (the voice)",JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese
励む,はげむ,"to be zealous, to make an effort",JLPT_1 JLPT
剥げる,はげる,"to come off, to be worn off, to fade, to discolor",JLPT_1 JLPT
化ける,ばける,"to disguise, to take the form of",JLPT_1 JLPT
派遣,はけん,"dispatch, send",JLPT_1 JLPT
恥,はじ,"shame, embarrassment",JLPT_1 JLPT
弾く,はじく,"to play (piano, guitar)",JLPT_1 JLPT
パジャマ,パジャマ,pajamas,JLPT_1 JLPT
恥じらう,はじらう,"to feel shy, to be bashful, to blush",JLPT_1 JLPT
恥じる,はじる,to feel ashamed,JLPT_1 JLPT
橋渡し,はしわたし,"bridge building', mediation",JLPT_1 JLPT
弾む,はずむ,"to bounce, to be encouraged, to splurge on",JLPT_1 JLPT
破損,はそん,damage,JLPT_1 JLPT
叩く,はたく,"to strike, to clap, to dust, to beat",JLPT_1 JLPT
裸足,はだし,barefoot,JLPT_1 JLPT
果たす,はたす,"to accomplish, to fulfill, to carry out, to achieve",JLPT_1 JLPT
蜂蜜,はちみつ,honey,JLPT_1 JLPT
パチンコ,パチンコ,pachinko (Japanese pinball),JLPT_1 JLPT
罰,ばつ,"punishment, penalty",JLPT_1 JLPT
発育,はついく,"(physical) growth, development",JLPT_1 JLPT
発芽,はつが,germination,JLPT_1 JLPT
発掘,はっくつ,"excavation, exhumation; discovery (e.g., new talent)",JLPT_1 JLPT
発言,はつげん,"utterance, speech, proposal",JLPT_1 JLPT
バッジ,バッジ,badge,JLPT_1 JLPT
発生,はっせい,"outbreak, spring forth, occurrence",JLPT_1 JLPT
仕立てる,したてる,"to tailor, to make, to prepare",JLPT_1 JLPT
下取り,したどり,"trade in, part exchange",JLPT_1 JLPT
下火,したび,"burning low, waning, declining",JLPT_1 JLPT
実,じつ,"fruit, good result",JLPT_1 JLPT
実家,じっか,(one's parents') home,JLPT_1 JLPT
失格,しっかく,"disqualification, elimination, incapacity (legal)",JLPT_1 JLPT
質疑,しつぎ,question,JLPT_1 JLPT
失脚,しっきゃく,"losing one's standing, being overthrown, falling",JLPT_1 JLPT
実業家,じつぎょうか,"industrialist, businessman",JLPT_1 JLPT
シック,シック,chic,JLPT_1 JLPT
じっくり,じっくり,"deliberately, carefully",JLPT_1 JLPT
躾,しつけ,"discipline, training",JLPT_1 JLPT
躾ける,しつける,"to discipline, to teach manners",JLPT_1 JLPT
実践,じっせん,"practice, put into practice",JLPT_1 JLPT
質素,しっそ,"simplicity, modesty, frugality",JLPT_1 JLPT
実態,じったい,"truth, fact",JLPT_1 JLPT
失調,しっちょう,"lack of harmony, imbalance",JLPT_1 JLPT
嫉妬,しっと,jealousy,JLPT_1 JLPT
実費,じっぴ,"actual expense, cost price",JLPT_1 JLPT
指摘,してき,"pointing out, identification",JLPT_1 JLPT
自転,じてん,"rotation, spin",JLPT_1 JLPT
助動詞,じょどうし,auxiliary verb,JLPT_1 JLPT
淑やか,しとやか,graceful,JLPT_1 JLPT
萎びる,しなびる,"to shrivel, to fade",JLPT_1 JLPT
シナリオ,シナリオ,scenario,JLPT_1 JLPT
しなやか,しなやか,"supple, flexible, elastic",JLPT_1 JLPT
屎尿,しにょう,human waste,JLPT_1 JLPT
地主,じぬし,landlord,JLPT_1 JLPT
凌ぐ,しのぐ,"to outdo, to surpass; to endure",JLPT_1 JLPT
芝,しば,lawn,JLPT_1 JLPT
始発,しはつ,first train,JLPT_1 JLPT
耳鼻科,じびか,otolaryngology,JLPT_1 JLPT
私物,しぶつ,"private property, personal effects",JLPT_1 JLPT
しぶとい,しぶとい,"tenacious, stubborn",JLPT_1 JLPT
司法,しほう,administration of justice,JLPT_1 JLPT
始末,しまつ,disposal; cleaning up afterwards,JLPT_1 JLPT
染みる,しみる,to soak; pierce,JLPT_1 JLPT
使命,しめい,"mission, errand, message",JLPT_1 JLPT
地元,じもと,local,JLPT_1 JLPT
視野,しや,"field of vision, outlook",JLPT_1 JLPT
弱,じゃく,"delicate, supple",JLPT_1 JLPT
社交,しゃこう,social life,JLPT_1 JLPT
ジャズ,ジャズ,jazz,JLPT_1 JLPT
謝絶,しゃぜつ,refusal,JLPT_1 JLPT
社宅,しゃたく,company owned house,JLPT_1 JLPT
若干,じゃっかん,"some, few, number of",JLPT_1 JLPT
三味線,しゃみせん,three-stringed Japanese guitar,JLPT_1 JLPT
斜面,しゃめん,"slope, slanting surface, bevel",JLPT_1 JLPT
砂利,じゃり,"gravel, ballast, pebbles",JLPT_1 JLPT
洒落る,しゃれる,"to joke, to play on words; stylish",JLPT_1 JLPT
ジャンパー,ジャンパー,"jacket, jumper",JLPT_1 JLPT
ジャンプ,ジャンプ,jump,JLPT_1 JLPT
ジャンボ,ジャンボ,jumbo,JLPT_1 JLPT
ジャンル,ジャンル,genre,JLPT_1 JLPT
主,しゅ,"owner, master, god",JLPT_1 JLPT
種,しゅ,seed; variety,JLPT_1 JLPT
私有,しゆう,private ownership,JLPT_1 JLPT
～宗,～しゅう,sect,JLPT_1 JLPT
収益,しゅうえき,"earnings, proceeds, returns",JLPT_1 JLPT
修学,しゅうがく,learning,JLPT_1 JLPT
周期,しゅうき,"cycle, period",JLPT_1 JLPT
衆議院,しゅうぎいん,"Lower House, House of Representatives",JLPT_1 JLPT
就業,しゅうぎょう,"employment, starting work",JLPT_1 JLPT
従業員,じゅうぎょういん,"employee, worker",JLPT_1 JLPT
集計,しゅうけい,"totalization, aggregate",JLPT_1 JLPT
襲撃,しゅうげき,"attack, charge, raid",JLPT_1 JLPT
収支,しゅうし,income and expenditure,JLPT_1 JLPT
終始,しゅうし,from beginning to end; consistent(ly),JLPT_1 JLPT
修士,しゅうし,Masters degree program,JLPT_1 JLPT
従事,じゅうじ,"engaging, pursuing, following",JLPT_1 JLPT
終日,しゅうじつ,all day,JLPT_1 JLPT
充実,じゅうじつ,"fullness, perfection",JLPT_1 JLPT
収集,しゅうしゅう,"gathering up, collection",JLPT_1 JLPT
十字路,じゅうじろ,crossroads,JLPT_1 JLPT
執着,しゅうじゃく,"attachment, adhesion, tenacity",JLPT_1 JLPT
執着,しゅうちゃく,"attachment, adhesion, tenacity",JLPT_1 JLPT
柔軟,じゅうなん,flexible,JLPT_1 JLPT
重複,じゅうふく,"duplication, repetition, overlapping",JLPT_1 JLPT
収容,しゅうよう,accommodation; seating; custody,JLPT_1 JLPT
従来,じゅうらい,"up to now, so far, traditional",JLPT_1 JLPT
守衛,しゅえい,"security guard, doorkeeper",JLPT_1 JLPT
主演,しゅえん,"starring, playing the leading part",JLPT_1 JLPT
主観,しゅかん,"subjectivity, subject, ego",JLPT_1 JLPT
修行,しゅぎょう,"pursuit of knowledge, training, ascetic practice",JLPT_1 JLPT
塾,じゅく,after-school (cram) school,JLPT Intermediate_Japanese JLPT_1 Intermediate_Japanese_Ln.5 Genki_Ln.22 Genki
祝賀,しゅくが,"celebration, congratulations",JLPT_1 JLPT
宿命,しゅくめい,"fate, destiny, predestination",JLPT_1 JLPT
手芸,しゅげい,handicrafts,JLPT_1 JLPT
主権,しゅけん,sovereignty,JLPT_1 JLPT
主催,しゅさい,"organization, sponsorship, to host",JLPT_1 JLPT
取材,しゅざい,"coverage, collecting data",JLPT_1 JLPT
趣旨,しゅし,"object, meaning",JLPT_1 JLPT
種々,しゅじゅ,variety,JLPT_1 JLPT
主食,しゅしょく,staple food,JLPT_1 JLPT
主人公,しゅじんこう,protagonist,JLPT_1 JLPT
主体,しゅたい,"subject, main constituent",JLPT_1 JLPT
主題,しゅだい,"subject, theme, motif",JLPT_1 JLPT
出演,しゅつえん,"leading performer, stage appearance",JLPT_1 JLPT
出血,しゅっけつ,bleeding,JLPT_1 JLPT
出現,しゅつげん,"appearance, arrival",JLPT_1 JLPT
出産,しゅっさん,childbirth,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese
出社,しゅっしゃ,come to work,JLPT_1 JLPT
出生,しゅっしょう,birth,JLPT_1 JLPT
出生,しゅっせい,birth,JLPT_1 JLPT
微量,びりょう,"minuscule amount, extremely small quantity",JLPT_1 JLPT
昼飯,ひるめし,lunch (mid-day meal),JLPT_1 JLPT
比例,ひれい,proportion,JLPT_1 JLPT
疲労,ひろう,"fatigue, weariness",JLPT_1 JLPT
敏感,びんかん,"sensibility, susceptibility, sensitive (to)",JLPT_1 JLPT
貧困,ひんこん,"poverty, lack",JLPT_1 JLPT
品質,ひんしつ,quality,JLPT_1 JLPT
貧弱,ひんじゃく,"poor, meager, insubstantial",JLPT_1 JLPT
品種,ひんしゅ,"breed, type, variety",JLPT_1 JLPT
ヒント,ヒント,hint,JLPT_1 JLPT
頻繁,ひんぱん,frequency,JLPT_1 JLPT
貧乏,びんぼう,"poverty, destitute, poor",JLPT_1 JLPT
ファイト,ファイト,fight,JLPT_1 JLPT
ファイル,ファイル,file; portfolio,JLPT_1 Genki_Ln.16 JLPT Genki
ファン,ファン,fan,JLPT_1 JLPT
不意,ふい,"sudden, abrupt, unexpected",JLPT_1 JLPT
フィルタ,フィルタ,filter,JLPT_1 JLPT
封,ふう,seal,JLPT_1 JLPT
封鎖,ふうさ,"blockade, freezing (funds)",JLPT_1 JLPT
風車,ふうしゃ,windmill,JLPT_1 JLPT
風習,ふうしゅう,custom,JLPT_1 JLPT
風俗,ふうぞく,"manners, customs; sex industry",JLPT_1 JLPT
ブーツ,ブーツ,boots,JLPT_1 JLPT
風土,ふうど,"natural features, climate",JLPT_1 JLPT
ブーム,ブーム,boom,JLPT_1 JLPT
フォーム,フォーム,foam; form,JLPT_1 JLPT
部下,ぶか,one's subordinate,JLPT Intermediate_Japanese JLPT_1 Intermediate_Japanese_Ln.9 Genki_Ln.22 Genki
不可欠,ふかけつ,"indispensable, essential",JLPT_1 JLPT
ぶかぶか,ぶかぶか,"too big, baggy",JLPT_1 JLPT
不吉,ふきつ,"ominous, sinister, bad luck, ill omen",JLPT_1 JLPT
不況,ふきょう,"recession, depression, slump",JLPT_1 JLPT
布巾,ふきん,dish cloth,JLPT_1 JLPT
複合,ふくごう,"composite, complex",JLPT_1 JLPT
福祉,ふくし,"welfare, well-being",JLPT_1 JLPT
覆面,ふくめん,"mask, veil, disguise",JLPT_1 JLPT
膨れる,ふくれる,"to swell (out), to be inflated, to bulge",JLPT_1 JLPT
不景気,ふけいき,"business recession, hard times, depression",JLPT_1 JLPT
耽る,ふける,"to indulge in, to give oneself up to, to be absorbed in",JLPT_1 JLPT
老ける,ふける,to age,JLPT_1 JLPT
富豪,ふごう,"wealthy person, millionaire",JLPT_1 JLPT
布告,ふこく,"edict, ordinance, proclamation",JLPT_1 JLPT
ブザー,ブザー,buzzer,JLPT_1 JLPT
負債,ふさい,"debt, liabilities",JLPT_1 JLPT
不在,ふざい,absence,JLPT_1 JLPT
ふさわしい,ふさわしい,appropriate,JLPT_1 JLPT
不順,ふじゅん,"irregularity, unseasonableness",JLPT_1 JLPT
負傷,ふしょう,"injury, wound",JLPT_1 JLPT
侮辱,ぶじょく,"insult, contempt, slight",JLPT_1 JLPT
不審,ふしん,"suspicious, doubt, infidelity",JLPT_1 JLPT
不振,ふしん,"dullness, slump, stagnation",JLPT_1 JLPT
武装,ぶそう,"arms, armament, armed",JLPT_1 JLPT
札,ふだ,"token, label; ticket, card; charm, talisman",JLPT_1 JLPT
負担,ふたん,burden; load,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese
不調,ふちょう,"bad condition, disorder, slump",JLPT_1 JLPT
復活,ふっかつ,"revival (e.g., musical), restoration",JLPT_1 JLPT
物議,ぶつぎ,public discussion (criticism),JLPT_1 JLPT
復旧,ふっきゅう,"restoration, restitution, rehabilitation",JLPT_1 JLPT
復興,ふっこう,"revival, renaissance, reconstruction",JLPT_1 JLPT
物資,ぶっし,"goods, materials",JLPT_1 JLPT
仏像,ぶつぞう,Buddhist image (statue),JLPT_1 JLPT
物体,ぶったい,object,JLPT_1 JLPT
沸騰,ふっとう,"boiling, seething",JLPT_1 JLPT
不当,ふとう,"injustice, impropriety, unfair",JLPT_1 JLPT
不動産,ふどうさん,real estate,JLPT_1 JLPT
無難,ぶなん,"safety, security",JLPT_1 JLPT
赴任,ふにん,(proceeding to) new appointment,JLPT_1 JLPT
腐敗,ふはい,"decay, depravity",JLPT_1 JLPT
不評,ふひょう,"bad reputation, disgrace, unpopularity",JLPT_1 JLPT
不服,ふふく,"dissatisfaction, discontent, disapproval",JLPT_1 JLPT
普遍,ふへん,"universality, ubiquity, omnipresence",JLPT_1 JLPT
踏まえる,ふまえる,"to be based on, to have origin in",JLPT_1 JLPT
踏み込む,ふみこむ,"to step into (someone else's territory, to break into, to raid",JLPT_1 JLPT
不明,ふめい,"unknown, ambiguous",JLPT_1 JLPT
部門,ぶもん,"class, group, category, department, field, branch",JLPT_1 JLPT
扶養,ふよう,"support, maintenance",JLPT_1 JLPT
ふらふら,ふらふら,"unsteady on one's feet, totter, dizzy",JLPT_1 JLPT
ぶらぶら,ぶらぶら,"dangle heavily, sway to and fro, stroll idly",JLPT_1 JLPT
振り返る,ふりかえる,"to turn head, to turn around, to look back",JLPT_1 JLPT
振り出し,ふりだし,"outset, starting point, drawing or issuing (draft)",JLPT_1 JLPT
不良,ふりょう,"badness, delinquent, failure",JLPT_1 JLPT
浮力,ふりょく,buoyancy,JLPT_1 JLPT
武力,ぶりょく,"armed might, military power, the sword, force",JLPT_1 JLPT
ブル,ブル,bull,JLPT_1 JLPT
震わせる,ふるわせる,"to be shaking, to be trembling",JLPT_1 JLPT
無礼,ぶれい,"impolite, rude",JLPT_1 JLPT
付録,ふろく,"appendix, supplement",JLPT_1 JLPT
フロント,フロント,front,JLPT_1 JLPT
憤慨,ふんがい,"indignation, resentment",JLPT_1 JLPT
文化財,ぶんかざい,"cultural assets, cultural property",JLPT_1 JLPT
分業,ぶんぎょう,"division of labor, specialization, assembly-line production",JLPT_1 JLPT
文語,ぶんご,"written language, literary language",JLPT_1 JLPT
分散,ぶんさん,"dispersion, decentralization, variance (statistics)",JLPT_1 JLPT
分子,ぶんし,"numerator, molecule",JLPT_1 JLPT
紛失,ふんしつ,losing something,JLPT_1 JLPT
噴出,ふんしゅつ,"spewing, gushing, spouting",JLPT_1 JLPT
文書,ぶんしょ,"document, writing",JLPT_1 JLPT
紛争,ふんそう,"dispute, trouble, strife",JLPT_1 JLPT
ふんだん,ふんだん,"plentiful, abundant, lavish",JLPT_1 JLPT
分担,ぶんたん,"apportionment, sharing",JLPT_1 JLPT
奮闘,ふんとう,"hard struggle, strenuous effort",JLPT_1 JLPT
分配,ぶんぱい,"division, sharing",JLPT_1 JLPT
分母,ぶんぼ,denominator,JLPT_1 JLPT
粉末,ふんまつ,fine powder,JLPT_1 JLPT
分離,ぶんり,"separation, detachment, segregation",JLPT_1 JLPT
分裂,ぶんれつ,"split, division, break up",JLPT_1 JLPT
ペア,ペア,"pair, pear",JLPT_1 JLPT
兵器,へいき,"arms, weapons, ordinance",JLPT_1 JLPT
閉口,へいこう,shut mouth,JLPT_1 JLPT
閉鎖,へいさ,"closing, closure, shutdown",JLPT_1 JLPT
兵士,へいし,soldier,JLPT_1 JLPT
平常,へいじょう,"normal, usual",JLPT_1 JLPT
平方,へいほう,"square (e.g., meter, square)",JLPT_1 JLPT
並列,へいれつ,"arrangement, parallel, abreast",JLPT_1 JLPT
ベース,ベース,"base, bass",JLPT_1 JLPT
辟易,へきえき,"wince, shrink back, succumbing to, being frightened",JLPT_1 JLPT
ぺこぺこ,ぺこぺこ,"fawn, be very hungry",JLPT_1 JLPT
ベスト,ベスト,best; vest,JLPT_1 JLPT
ベストセラー,ベストセラー,best-seller,JLPT_1 JLPT
隔たる,へだたる,to be distant,JLPT_1 JLPT
縁,へり,edge,JLPT_1 JLPT
へりくだる,へりくだる,to deprecate oneself and praise the listener,JLPT_1 JLPT
弁解,べんかい,"explanation, justification, excuse",JLPT_1 JLPT
変革,へんかく,"change, reform(the) Reformation",JLPT_1 JLPT
返還,へんかん,"return, restoration",JLPT_1 JLPT
便宜,べんぎ,"convenience, accommodation",JLPT_1 JLPT
偏見,へんけん,"prejudice, narrow view",JLPT_1 JLPT
弁護,べんご,"defense, pleading, advocacy",JLPT_1 JLPT
返済,へんさい,repayment,JLPT_1 JLPT
弁償,べんしょう,"compensation, reparation, reimbursement",JLPT_1 JLPT
変遷,へんせん,"change, transition, vicissitudes",JLPT_1 JLPT
返答,へんとう,reply,JLPT_1 JLPT
変動,へんどう,"change, fluctuation",JLPT_1 JLPT
弁論,べんろん,"discussion, debate, argument",JLPT_1 JLPT
穂,ほ,"ear (of plant), head (of plant)",JLPT_1 JLPT
保育,ほいく,"nursing, nurturing, rearing",JLPT_1 JLPT
ボイコット,ボイコット,boycott,JLPT_1 JLPT
ポイント,ポイント,point,JLPT_1 JLPT
法案,ほうあん,bill (law),JLPT_1 JLPT
防衛,ぼうえい,"defense, protection, self-defense",JLPT_1 JLPT
防火,ぼうか,"fire prevention, fire fighting, fire proof",JLPT_1 JLPT
崩壊,ほうかい,"collapse, decay (physics), crumbling",JLPT_1 JLPT
妨害,ぼうがい,"disturbance, obstruction, interference",JLPT_1 JLPT
法学,ほうがく,"law, jurisprudence",JLPT_1 JLPT
封建,ほうけん,feudalistic,JLPT_1 JLPT
豊作,ほうさく,"abundant harvest, bumper crop",JLPT_1 JLPT
方策,ほうさく,"plan, policy",JLPT_1 JLPT
奉仕,ほうし,"attendance, service",JLPT_1 JLPT
方式,ほうしき,"form, method, system",JLPT_1 JLPT
放射,ほうしゃ,"radiation, emission",JLPT_1 JLPT
放射能,ほうしゃのう,radioactivity,JLPT_1 JLPT
報酬,ほうしゅう,"remuneration, recompense, reward",JLPT_1 JLPT
放出,ほうしゅつ,"release, emit",JLPT_1 JLPT
報じる,ほうじる,"to inform, to report",JLPT_1 JLPT
報ずる,ほうずる,"to inform, to report",JLPT_1 JLPT
紡績,ぼうせき,spinning,JLPT_1 JLPT
呆然,ぼうぜん,"dumbfounded, overcome with surprise",JLPT_1 JLPT
放置,ほうち,"leave as is, leave alone, neglect",JLPT_1 JLPT
膨張,ぼうちょう,"expansion, swelling, increase",JLPT_1 JLPT
法廷,ほうてい,courtroom,JLPT_1 JLPT
報道,ほうどう,"coverage, report",JLPT_1 JLPT
冒頭,ぼうとう,"beginning, start, outset",JLPT_1 JLPT
暴動,ぼうどう,"insurrection, riot, uprising",JLPT_1 JLPT
褒美,ほうび,"reward, prize",JLPT_1 JLPT
暴風,ぼうふう,"storm, windstorm, gale",JLPT_1 JLPT
葬る,ほうむる,"to bury, to entomb",JLPT_1 JLPT
放り込む,ほうりこむ,to throw into,JLPT_1 JLPT
放り出す,ほうりだす,"to throw out, to give up, to abandon",JLPT_1 JLPT
暴力,ぼうりょく,violence,JLPT_1 JLPT
飽和,ほうわ,saturation,JLPT_1 JLPT
ホース,ホース,hose,JLPT_1 JLPT
ポーズ,ポーズ,pause,JLPT_1 JLPT
ホール,ホール,hall; hole,JLPT_1 JLPT
保温,ほおん,"retaining warmth, keeping heat in, heat insulation",JLPT_1 JLPT
捕獲,ほかく,"capture, seizure",JLPT_1 JLPT
保管,ほかん,"custody, safekeeping, storage",JLPT_1 JLPT
補給,ほきゅう,"supply, supplying, replenishment",JLPT_1 JLPT
補強,ほきょう,reinforcement,JLPT_1 JLPT
募金,ぼきん,"fund-raising, collection of funds",JLPT_1 JLPT
牧師,ぼくし,"pastor, minister, clergyman",JLPT_1 JLPT
捕鯨,ほげい,whaling,JLPT_1 JLPT
惚ける,ぼける,"to grow senile, to fade",JLPT_1 JLPT
保険,ほけん,"insurance, guarantee",JLPT_1 JLPT
母校,ぼこう,alma mater,JLPT_1 JLPT
母国,ぼこく,one's home country (same as 自分の国 (じぶんのくに)),JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese
誇る,ほこる,"to boast of, to be proud of",JLPT_1 JLPT
綻びる,ほころびる,"to come apart at the seams, to smile broadly",JLPT_1 JLPT
